Sale_ID,Date,Branch,Region,Product_ID,Product,Product_Category,Customer,Payment_Method,Unit_Price,Quantity,Discount,Total_Sales,Cost,Profit
S0199,2026-07-16,Kandy,Central,P011,Cheese,Dairy,Customer_017,Card,354.2,9.0,0.14,2741.51,2144.66,596.85
S0200,2026-07-27,Galle,Southern,P004,Mineral Water,Beverages,Customer_034,Online,418.94,1.0,0.172,346.88,290.17,56.71
S0201,2026-07-25,Galle,Southern,P017,Detergent,Household,Customer_057,Cash,966.61,2.0,0.055,1826.89,1288.77,538.12
S0202,2026-07-04,Kurunegala,North Western,P018,Dish Wash,Household,Customer_095,Mobile Wallet,799.08,4.0,0.053,3026.92,2528.66,498.26
S0203,2026-07-20,Colombo,Western,P004,Mineral Water,Beverages,Customer_061,Mobile Wallet,374.44,3.0,0.167,935.73,809.36,126.37
S0204,2026-07-13,Galle,Southern,P003,Fruit Juice,Beverages,Customer_091,Card,317.52,4.0,0.033,1228.17,933.63,294.54
S0205,2026-07-30,Kurunegala,North Western,P019,Tissue,Household,Customer_058,Cash,1061.71,4.0,0.019,4166.15,3340.81,825.34
S0206,2026-07-15,Galle,Southern,P002,Pepsi,Beverages,Customer_049,Online,633.97,2.0,0.027,1233.71,1043.5,190.21
S0207,2026-07-16,Jaffna,Northern,P013,Biscuits,Snacks,Customer_009,Mobile Wallet,353.36,5.0,0.184,1441.71,1180.58,261.13
S0208,2026-07-22,Galle,Southern,P017,Detergent,Household,Customer_020,Online,1045.21,1.0,0.064,978.32,720.68,257.64
S0209,2026-07-07,Colombo,Western,P017,Detergent,Household,Customer_042,Card,623.06,10.0,0.097,5626.23,4310.5,1315.73
S0210,2026-07-21,Kandy,Central,P013,Biscuits,Snacks,Customer_070,Card,171.33,4.0,0.164,572.93,421.39,151.54
S0211,2026-07-11,Kandy,Central,P016,Nuts,Snacks,Customer_092,Card,618.06,8.0,0.17,4103.92,2943.22,1160.7
S0212,2026-07-01,Colombo,Western,P012,Butter,Dairy,Customer_041,Online,731.77,4.0,0.191,2368.01,1713.57,654.44
S0213,2026-07-15,Jaffna,Northern,P005,Rice,Groceries,Customer_080,Online,1434.32,6.0,0.015,8476.83,6026.36,2450.47
S0214,2026-07-08,Kandy,Central,P011,Cheese,Dairy,Customer_062,Mobile Wallet,258.74,10.0,0.065,2419.22,2020.4,398.82
S0215,2026-07-18,Galle,Southern,P018,Dish Wash,Household,Customer_036,Online,1226.01,7.0,0.028,8341.77,6773.87,1567.9
S0216,2026-07-08,Jaffna,Northern,P008,Cooking Oil,Groceries,Customer_100,Cash,182.7,9.0,0.164,1374.63,1088.41,286.22
S0217,2026-07-18,Galle,Southern,P009,Milk,Dairy,Customer_045,Cash,272.57,7.0,0.004,1900.36,1548.53,351.83
S0218,2026-07-19,Colombo,Western,P017,Detergent,Household,Customer_053,Cash,689.86,7.0,0.061,4534.45,3374.73,1159.72
S0219,2026-07-21,Kandy,Central,P011,Cheese,Dairy,Customer_035,Card,255.51,4.0,0.128,891.22,666.05,225.17
S0220,2026-07-15,Galle,Southern,P015,Chocolate,Snacks,Customer_049,Card,660.29,3.0,0.035,1911.54,1358.47,553.07
S0221,2026-07-13,Colombo,Western,P002,Pepsi,Beverages,Customer_074,Cash,134.89,3.0,0.196,325.35,229.96,95.39
S0222,2026-07-12,Kandy,Central,P007,Dhal,Groceries,Customer_009,Cash,770.63,1.0,0.004,767.55,576.04,191.51
S0223,2026-07-14,Kandy,Central,P008,Cooking Oil,Groceries,Customer_037,Mobile Wallet,484.64,2.0,0.165,809.35,633.21,176.14
S0224,2026-07-24,Kurunegala,North Western,P001,Coca Cola,Beverages,Customer_080,Mobile Wallet,464.15,1.0,0.19,375.96,291.75,84.21
S0225,2026-07-03,Kurunegala,North Western,P010,Yogurt,Dairy,Customer_064,Cash,350.39,9.0,0.15,2680.48,2062.77,617.71
S0226,2026-07-17,Kurunegala,North Western,P019,Tissue,Household,Customer_043,Card,406.16,4.0,0.101,1460.55,1075.95,384.6
S0227,2026-07-12,Colombo,Western,P011,Cheese,Dairy,Customer_020,Card,583.75,8.0,0.171,3871.43,2887.32,984.11
S0228,2026-07-24,Colombo,Western,P020,Soap,Household,Customer_093,Online,1429.65,10.0,0.184,11665.94,9627.41,2038.53
S0229,2026-07-03,Jaffna,Northern,P020,Soap,Household,Customer_070,Mobile Wallet,861.41,1.0,0.086,787.33,590.92,196.41
S0230,2026-07-17,Galle,Southern,P020,Soap,Household,Customer_096,Mobile Wallet,336.78,2.0,0.019,660.76,550.73,110.03
S0231,2026-07-07,Kurunegala,North Western,P018,Dish Wash,Household,Customer_014,Card,788.44,4.0,0.003,3144.3,2587.42,556.88
S0232,2026-07-13,Jaffna,Northern,P002,Pepsi,Beverages,Customer_056,Cash,160.05,6.0,0.177,790.33,560.59,229.74
S0233,2026-07-19,Colombo,Western,P014,Chips,Snacks,Customer_017,Card,434.53,8.0,0.154,2940.9,2240.49,700.41
S0234,2026-07-27,Jaffna,Northern,P014,Chips,Snacks,Customer_021,Mobile Wallet,418.47,7.0,0.061,2750.6,2050.64,699.96
S0235,2026-07-18,Kandy,Central,P015,Chocolate,Snacks,Customer_070,Mobile Wallet,362.69,9.0,0.048,3107.53,2248.15,859.38
S0236,2026-07-14,Colombo,Western,P019,Tissue,Household,Customer_019,Cash,1488.26,7.0,0.084,9542.72,8097.7,1445.02
S0237,2026-07-22,Jaffna,Northern,P008,Cooking Oil,Groceries,Customer_094,Online,1374.64,2.0,0.001,2746.53,2126.79,619.74
S0238,2026-07-07,Colombo,Western,P003,Fruit Juice,Beverages,Customer_073,Mobile Wallet,191.2,8.0,0.099,1378.17,1049.94,328.23
S0239,2026-07-07,Colombo,Western,P004,Mineral Water,Beverages,Customer_013,Card,327.54,3.0,0.127,857.83,643.32,214.51
S0240,2026-07-28,Galle,Southern,P011,Cheese,Dairy,Customer_068,Cash,192.95,10.0,0.012,1906.35,1354.55,551.8
S0241,2026-07-26,Kandy,Central,P012,Butter,Dairy,Customer_006,Cash,716.0,1.0,0.122,628.65,439.18,189.47
S0242,2026-07-30,Galle,Southern,P015,Chocolate,Snacks,Customer_010,Mobile Wallet,637.25,6.0,0.103,3429.68,2540.68,889.0
S0243,2026-07-04,Kurunegala,North Western,P010,Yogurt,Dairy,Customer_086,Card,1182.53,9.0,0.015,10483.13,7561.2,2921.93
S0244,2026-07-08,Colombo,Western,P002,Pepsi,Beverages,Customer_001,Cash,225.06,3.0,0.123,592.13,452.94,139.19
S0245,2026-07-20,Colombo,Western,P017,Detergent,Household,Customer_095,Online,637.1,3.0,0.148,1628.43,1302.09,326.34
S0246,2026-07-17,Galle,Southern,P018,Dish Wash,Household,Customer_074,Card,1423.42,5.0,0.108,6348.45,4586.85,1761.6
S0247,2026-07-15,Galle,Southern,P009,Milk,Dairy,Customer_009,Online,1107.02,2.0,0.076,2045.77,1635.56,410.21
S0248,2026-07-15,Colombo,Western,P001,Coca Cola,Beverages,Customer_036,Card,480.35,8.0,0.101,3454.68,2734.09,720.59
S0249,2026-07-18,Galle,Southern,P020,Soap,Household,Customer_064,Online,1227.7,5.0,0.128,5352.77,4105.36,1247.41
S0250,2026-07-30,Jaffna,Northern,P013,Biscuits,Snacks,Customer_054,Online,653.76,8.0,0.037,5036.57,3849.86,1186.71
S0251,2026-07-27,Colombo,Western,P003,Fruit Juice,Beverages,Customer_063,Cash,569.75,8.0,0.089,4152.34,2827.11,1325.23
S0252,2026-07-21,Kurunegala,North Western,P004,Mineral Water,Beverages,Customer_048,Online,488.15,2.0,0.091,887.46,768.58,118.88
S0253,2026-07-04,Galle,Southern,P007,Dhal,Groceries,Customer_074,Mobile Wallet,1647.9,2.0,0.152,2794.84,2004.61,790.23
S0254,2026-07-19,Colombo,Western,P009,Milk,Dairy,Customer_014,Online,269.98,1.0,0.197,216.79,180.99,35.8
S0255,2026-07-06,Kurunegala,North Western,P016,Nuts,Snacks,Customer_087,Cash,429.49,2.0,0.065,803.15,606.47,196.68
S0256,2026-07-23,Kandy,Central,P005,Rice,Groceries,Customer_043,Mobile Wallet,293.66,8.0,0.128,2048.57,1545.93,502.64
S0257,2026-07-05,Kandy,Central,P003,Fruit Juice,Beverages,Customer_083,Card,354.87,9.0,0.196,2567.84,2059.16,508.68
S0258,2026-07-05,Colombo,Western,P018,Dish Wash,Household,Customer_015,Cash,450.53,2.0,0.039,865.92,705.95,159.97
S0259,2026-07-18,Kurunegala,North Western,P010,Yogurt,Dairy,Customer_040,Online,310.13,9.0,0.104,2500.89,1796.97,703.92
S0260,2026-07-22,Colombo,Western,P005,Rice,Groceries,Customer_068,Online,1453.18,2.0,0.184,2371.59,1803.7,567.89
S0261,2026-07-09,Jaffna,Northern,P014,Chips,Snacks,Customer_036,Mobile Wallet,455.75,4.0,0.067,1700.86,1479.99,220.87
S0262,2026-07-03,Kandy,Central,P010,Yogurt,Dairy,Customer_020,Mobile Wallet,1186.68,10.0,0.047,11309.06,9895.25,1413.81
S0263,2026-07-10,Kandy,Central,P015,Chocolate,Snacks,Customer_052,Card,598.89,6.0,0.032,3478.35,2465.33,1013.02
S0264,2026-07-05,Kurunegala,North Western,P008,Cooking Oil,Groceries,Customer_055,Card,599.54,7.0,0.184,3424.57,2408.22,1016.35
S0265,2026-07-14,Jaffna,Northern,P004,Mineral Water,Beverages,Customer_021,Mobile Wallet,542.19,4.0,0.197,1741.51,1383.28,358.23
S0266,2026-07-15,Galle,Southern,P002,Pepsi,Beverages,Customer_031,Card,201.43,2.0,0.154,340.82,240.07,100.75
S0267,2026-07-14,Colombo,Western,P001,Coca Cola,Beverages,Customer_024,Online,267.58,6.0,0.105,1436.9,1092.08,344.82
S0268,2026-07-03,Galle,Southern,P020,Soap,Household,Customer_069,Mobile Wallet,532.88,2.0,0.064,997.55,817.27,180.28
S0269,2026-07-29,Colombo,Western,P010,Yogurt,Dairy,Customer_053,Online,936.75,4.0,0.109,3338.58,2837.3,501.28
S0270,2026-07-05,Kurunegala,North Western,P015,Chocolate,Snacks,Customer_070,Cash,366.45,2.0,0.191,592.92,460.91,132.01
S0271,2026-07-06,Kandy,Central,P011,Cheese,Dairy,Customer_050,Mobile Wallet,1152.75,9.0,0.168,8631.79,7466.0,1165.79
S0272,2026-07-30,Kurunegala,North Western,P003,Fruit Juice,Beverages,Customer_089,Online,372.69,6.0,0.002,2231.67,1632.07,599.6
S0273,2026-07-07,Kurunegala,North Western,P007,Dhal,Groceries,Customer_010,Cash,579.24,2.0,0.026,1128.36,778.08,350.28
S0274,2026-07-15,Kurunegala,North Western,P002,Pepsi,Beverages,Customer_077,Cash,372.25,4.0,0.003,1484.53,1045.79,438.74
S0275,2026-07-29,Kandy,Central,P003,Fruit Juice,Beverages,Customer_006,Card,296.28,2.0,0.094,536.86,365.11,171.75
S0276,2026-07-09,Jaffna,Northern,P012,Butter,Dairy,Customer_056,Card,854.23,1.0,0.042,818.35,674.4,143.95
S0277,2026-07-23,Galle,Southern,P001,Coca Cola,Beverages,Customer_082,Mobile Wallet,174.12,4.0,0.102,625.44,504.02,121.42
S0278,2026-07-18,Colombo,Western,P011,Cheese,Dairy,Customer_007,Cash,1007.99,1.0,0.069,938.44,651.7,286.74
S0279,2026-07-21,Kurunegala,North Western,P018,Dish Wash,Household,Customer_096,Online,1463.36,1.0,0.148,1246.78,946.63,300.15
S0280,2026-07-23,Jaffna,Northern,P003,Fruit Juice,Beverages,Customer_098,Mobile Wallet,599.18,10.0,0.07,5572.37,4663.58,908.79
S0281,2026-07-14,Galle,Southern,P008,Cooking Oil,Groceries,Customer_004,Online,1289.86,5.0,0.194,5198.14,4260.51,937.63
S0282,2026-07-02,Colombo,Western,P010,Yogurt,Dairy,Customer_028,Cash,878.09,3.0,0.14,2265.47,1890.87,374.6
S0283,2026-07-20,Colombo,Western,P016,Nuts,Snacks,Customer_067,Card,607.08,5.0,0.176,2501.17,1792.48,708.69
S0284,2026-07-27,Galle,Southern,P009,Milk,Dairy,Customer_045,Card,504.24,10.0,0.01,4991.98,4123.52,868.46
S0285,2026-07-13,Colombo,Western,P006,Sugar,Groceries,Customer_062,Cash,1437.03,2.0,0.099,2589.53,2103.73,485.8
S0286,2026-07-20,Colombo,Western,P003,Fruit Juice,Beverages,Customer_083,Card,496.38,8.0,0.036,3828.08,3186.26,641.82
S0287,2026-07-12,Galle,Southern,P020,Soap,Household,Customer_027,Online,484.39,8.0,0.129,3375.23,2839.46,535.77
S0288,2026-07-29,Colombo,Western,P009,Milk,Dairy,Customer_097,Card,985.21,8.0,0.139,6786.13,5652.72,1133.41
S0289,2026-07-27,Kurunegala,North Western,P006,Sugar,Groceries,Customer_092,Mobile Wallet,622.66,8.0,0.094,4513.04,3957.48,555.56
S0290,2026-07-09,Colombo,Western,P008,Cooking Oil,Groceries,Customer_045,Online,1379.99,1.0,0.134,1195.07,879.21,315.86
S0291,2026-07-04,Kandy,Central,P019,Tissue,Household,Customer_092,Card,1182.58,5.0,0.098,5333.44,4347.98,985.46
S0292,2026-07-18,Jaffna,Northern,P001,Coca Cola,Beverages,Customer_025,Online,495.93,6.0,0.105,2663.14,2003.03,660.11
S0293,2026-07-29,Kandy,Central,P002,Pepsi,Beverages,Customer_063,Online,419.84,1.0,0.099,378.28,258.58,119.7
S0294,2026-07-31,Colombo,Western,P011,Cheese,Dairy,Customer_096,Card,1003.87,4.0,0.078,3702.27,2670.74,1031.53
S0295,2026-07-06,Jaffna,Northern,P007,Dhal,Groceries,Customer_089,Online,1366.26,6.0,0.005,8156.57,6022.77,2133.8
S0296,2026-07-01,Jaffna,Northern,P009,Milk,Dairy,Customer_015,Online,544.42,7.0,0.03,3696.61,2915.8,780.81
S0297,2026-07-15,Colombo,Western,P017,Detergent,Household,Customer_088,Online,310.22,5.0,0.064,1451.83,1038.47,413.36
S0298,2026-07-19,Colombo,Western,P010,Yogurt,Dairy,Customer_088,Online,610.6,4.0,0.14,2100.46,1751.79,348.67
S0299,2026-07-31,Galle,Southern,P006,Sugar,Groceries,Customer_050,Online,1549.75,10.0,0.002,15466.5,13548.33,1918.17
S0300,2026-07-02,Galle,Southern,P003,Fruit Juice,Beverages,Customer_081,Cash,219.5,9.0,0.037,1902.41,1449.69,452.72
S0301,2026-07-19,Galle,Southern,P003,Fruit Juice,Beverages,Customer_067,Online,649.37,1.0,0.091,590.28,514.27,76.01
S0302,2026-07-27,Colombo,Western,P015,Chocolate,Snacks,Customer_049,Card,525.44,4.0,0.061,1973.55,1731.02,242.53
S0303,2026-07-21,Galle,Southern,P015,Chocolate,Snacks,Customer_049,Cash,669.03,6.0,0.025,3913.83,2906.42,1007.41
S0304,2026-07-27,Colombo,Western,P005,Rice,Groceries,Customer_035,Cash,234.18,2.0,0.056,442.13,373.39,68.74
S0305,2026-07-26,Galle,Southern,P009,Milk,Dairy,Customer_079,Mobile Wallet,592.52,2.0,0.09,1078.39,743.64,334.75
S0306,2026-07-21,Jaffna,Northern,P012,Butter,Dairy,Customer_070,Card,892.41,10.0,0.182,7299.91,5406.51,1893.4
S0307,2026-07-26,Colombo,Western,P018,Dish Wash,Household,Customer_052,Card,557.04,1.0,0.131,484.07,421.25,62.82
S0308,2026-07-18,Kandy,Central,P014,Chips,Snacks,Customer_072,Cash,887.95,1.0,0.136,767.19,598.3,168.89
S0309,2026-07-06,Jaffna,Northern,P008,Cooking Oil,Groceries,Customer_083,Mobile Wallet,382.31,1.0,0.131,332.23,239.77,92.46
S0310,2026-07-31,Colombo,Western,P006,Sugar,Groceries,Customer_090,Mobile Wallet,249.24,4.0,0.009,987.99,715.6,272.39
S0311,2026-07-14,Colombo,Western,P006,Sugar,Groceries,Customer_076,Mobile Wallet,835.06,10.0,0.137,7206.57,5658.59,1547.98
S0312,2026-07-07,Colombo,Western,P009,Milk,Dairy,Customer_041,Online,536.18,5.0,0.13,2332.38,1873.62,458.76
S0313,2026-07-29,Kurunegala,North Western,P001,Coca Cola,Beverages,Customer_089,Online,459.35,1.0,0.076,424.44,333.04,91.4
S0314,2026-07-16,Galle,Southern,P004,Mineral Water,Beverages,Customer_097,Cash,412.05,9.0,0.01,3671.37,3041.44,629.93
S0315,2026-07-14,Kurunegala,North Western,P013,Biscuits,Snacks,Customer_090,Online,188.05,3.0,0.112,500.97,420.99,79.98
S0316,2026-07-29,Galle,Southern,P001,Coca Cola,Beverages,Customer_073,Cash,399.21,2.0,0.164,667.48,475.54,191.94
S0317,2026-07-10,Kandy,Central,P010,Yogurt,Dairy,Customer_082,Mobile Wallet,937.11,9.0,0.058,7944.82,6550.82,1394.0
S0318,2026-07-12,Colombo,Western,P006,Sugar,Groceries,Customer_075,Cash,563.72,8.0,0.0,4509.76,3584.16,925.6
S0319,2026-07-01,Kandy,Central,P016,Nuts,Snacks,Customer_054,Mobile Wallet,812.67,10.0,0.076,7509.07,5486.58,2022.49
S0320,2026-07-22,Colombo,Western,P007,Dhal,Groceries,Customer_063,Cash,1051.93,8.0,0.096,7607.56,5717.62,1889.94
S0321,2026-07-28,Kandy,Central,P001,Coca Cola,Beverages,Customer_026,Cash,448.16,9.0,0.109,3593.8,2481.78,1112.02
S0322,2026-07-16,Kandy,Central,P011,Cheese,Dairy,Customer_064,Cash,560.72,6.0,0.071,3125.45,2521.89,603.56
S0323,2026-07-10,Jaffna,Northern,P015,Chocolate,Snacks,Customer_036,Mobile Wallet,410.48,10.0,0.094,3718.95,2821.67,897.28
S0324,2026-07-12,Jaffna,Northern,P001,Coca Cola,Beverages,Customer_069,Card,425.9,4.0,0.109,1517.91,1038.18,479.73
S0325,2026-07-11,Kurunegala,North Western,P008,Cooking Oil,Groceries,Customer_056,Card,1089.21,6.0,0.156,5515.76,4804.17,711.59
S0326,2026-07-19,Kandy,Central,P012,Butter,Dairy,Customer_043,Card,487.36,4.0,0.062,1828.57,1474.98,353.59
S0327,2026-07-06,Colombo,Western,P002,Pepsi,Beverages,Customer_097,Mobile Wallet,437.27,2.0,0.101,786.21,546.66,239.55
S0328,2026-07-05,Colombo,Western,P013,Biscuits,Snacks,Customer_067,Cash,156.92,2.0,0.028,305.05,250.66,54.39
S0329,2026-07-20,Colombo,Western,P019,Tissue,Household,Customer_069,Mobile Wallet,1405.23,8.0,0.098,10140.14,8543.56,1596.58
S0330,2026-07-23,Colombo,Western,P006,Sugar,Groceries,Customer_062,Cash,1558.63,4.0,0.057,5879.15,4959.15,920.0
S0331,2026-07-09,Jaffna,Northern,P018,Dish Wash,Household,Customer_064,Online,1392.12,1.0,0.042,1333.65,1172.01,161.64
S0332,2026-07-25,Kurunegala,North Western,P007,Dhal,Groceries,Customer_045,Online,1370.46,5.0,0.181,5612.03,4362.84,1249.19
S0333,2026-07-25,Galle,Southern,P009,Milk,Dairy,Customer_076,Online,195.52,4.0,0.114,692.92,526.36,166.56
S0334,2026-07-11,Kurunegala,North Western,P004,Mineral Water,Beverages,Customer_054,Online,218.66,8.0,0.034,1689.8,1239.38,450.42
S0335,2026-07-19,Jaffna,Northern,P016,Nuts,Snacks,Customer_026,Mobile Wallet,124.82,8.0,0.128,870.74,761.39,109.35
S0336,2026-07-14,Galle,Southern,P010,Yogurt,Dairy,Customer_088,Online,865.12,5.0,0.031,4191.51,2976.34,1215.17
S0337,2026-07-29,Galle,Southern,P002,Pepsi,Beverages,Customer_036,Online,171.12,2.0,0.039,328.89,230.9,97.99
S0338,2026-07-03,Jaffna,Northern,P018,Dish Wash,Household,Customer_056,Online,1316.89,10.0,0.15,11193.57,9238.65,1954.92
S0339,2026-07-28,Kurunegala,North Western,P011,Cheese,Dairy,Customer_084,Mobile Wallet,513.29,5.0,0.084,2350.87,1980.02,370.85
S0340,2026-07-26,Colombo,Western,P012,Butter,Dairy,Customer_084,Card,955.1,7.0,0.007,6638.9,5727.6,911.3
S0341,2026-07-19,Kandy,Central,P012,Butter,Dairy,Customer_100,Online,1093.36,10.0,0.094,9905.84,7412.45,2493.39
S0342,2026-07-21,Galle,Southern,P019,Tissue,Household,Customer_052,Card,1344.27,8.0,0.179,8829.17,6250.07,2579.1
S0343,2026-07-13,Kandy,Central,P019,Tissue,Household,Customer_082,Cash,508.25,10.0,0.052,4818.21,3662.87,1155.34
S0344,2026-07-24,Colombo,Western,P004,Mineral Water,Beverages,Customer_061,Online,357.12,3.0,0.064,1002.79,771.92,230.87
S0345,2026-07-11,Colombo,Western,P003,Fruit Juice,Beverages,Customer_034,Online,206.55,10.0,0.176,1701.97,1186.76,515.21
S0346,2026-07-05,Colombo,Western,P016,Nuts,Snacks,Customer_050,Online,709.91,4.0,0.097,2564.19,2086.18,478.01
S0347,2026-07-20,Jaffna,Northern,P019,Tissue,Household,Customer_091,Mobile Wallet,1294.1,6.0,0.013,7663.66,5612.19,2051.47
S0348,2026-07-07,Colombo,Western,P008,Cooking Oil,Groceries,Customer_099,Mobile Wallet,338.2,7.0,0.105,2118.82,1603.05,515.77
S0349,2026-07-22,Kurunegala,North Western,P013,Biscuits,Snacks,Customer_025,Mobile Wallet,243.01,6.0,0.031,1412.86,1129.71,283.15
S0350,2026-07-05,Colombo,Western,P018,Dish Wash,Household,Customer_041,Card,920.68,2.0,0.167,1533.85,1062.07,471.78
S0351,2026-07-01,Colombo,Western,P009,Milk,Dairy,Customer_003,Online,1178.17,3.0,0.082,3244.68,2432.36,812.32
S0352,2026-07-09,Colombo,Western,P011,Cheese,Dairy,Customer_056,Cash,575.69,3.0,0.025,1683.89,1240.8,443.09
S0353,2026-07-14,Colombo,Western,P014,Chips,Snacks,Customer_055,Cash,561.38,4.0,0.091,2041.18,1767.34,273.84
S0354,2026-07-14,Colombo,Western,P016,Nuts,Snacks,Customer_026,Card,477.23,7.0,0.118,2946.42,2562.97,383.45
S0355,2026-07-21,Kurunegala,North Western,P005,Rice,Groceries,Customer_009,Mobile Wallet,1024.0,8.0,0.073,7593.98,6315.16,1278.82
S0356,2026-07-25,Kandy,Central,P008,Cooking Oil,Groceries,Customer_045,Card,746.98,1.0,0.063,699.92,501.13,198.79
S0357,2026-07-24,Galle,Southern,P007,Dhal,Groceries,Customer_057,Cash,886.83,9.0,0.179,6552.79,5609.83,942.96
S0358,2026-07-27,Colombo,Western,P017,Detergent,Household,Customer_058,Cash,1381.85,8.0,0.189,8965.44,7552.31,1413.13
S0359,2026-07-11,Jaffna,Northern,P016,Nuts,Snacks,Customer_047,Mobile Wallet,802.5,3.0,0.151,2043.97,1711.39,332.58
S0360,2026-07-15,Kurunegala,North Western,P014,Chips,Snacks,Customer_072,Cash,649.06,5.0,0.111,2885.07,2071.88,813.19
S0361,2026-07-05,Kurunegala,North Western,P004,Mineral Water,Beverages,Customer_067,Card,632.02,9.0,0.082,5221.75,4209.08,1012.67
S0362,2026-07-21,Jaffna,Northern,P010,Yogurt,Dairy,Customer_056,Card,1177.33,8.0,0.084,8627.47,6774.06,1853.41
S0363,2026-07-06,Galle,Southern,P011,Cheese,Dairy,Customer_059,Online,193.06,10.0,0.033,1866.89,1521.51,345.38
S0364,2026-07-11,Jaffna,Northern,P007,Dhal,Groceries,Customer_012,Card,724.37,2.0,0.115,1282.13,1076.21,205.92
S0365,2026-07-08,Galle,Southern,P005,Rice,Groceries,Customer_028,Card,1060.41,10.0,0.12,9331.61,6746.53,2585.08
S0366,2026-07-24,Colombo,Western,P012,Butter,Dairy,Customer_016,Cash,983.82,6.0,0.052,5595.97,3883.66,1712.31
S0367,2026-07-06,Kurunegala,North Western,P019,Tissue,Household,Customer_081,Card,886.83,4.0,0.058,3341.58,2447.37,894.21
S0368,2026-07-25,Kandy,Central,P002,Pepsi,Beverages,Customer_012,Mobile Wallet,244.76,2.0,0.19,396.51,337.56,58.95
S0369,2026-07-02,Colombo,Western,P003,Fruit Juice,Beverages,Customer_079,Cash,331.07,4.0,0.179,1087.23,921.4,165.83
S0370,2026-07-01,Colombo,Western,P002,Pepsi,Beverages,Customer_049,Cash,178.99,1.0,0.001,178.81,124.34,54.47
S0371,2026-07-27,Kurunegala,North Western,P001,Coca Cola,Beverages,Customer_062,Cash,209.03,9.0,0.189,1525.71,1295.68,230.03
S0372,2026-07-31,Colombo,Western,P009,Milk,Dairy,Customer_058,Online,569.85,7.0,0.117,3522.24,2952.09,570.15
S0373,2026-07-20,Jaffna,Northern,P013,Biscuits,Snacks,Customer_007,Cash,369.82,9.0,0.157,2805.82,2258.15,547.67
S0374,2026-07-06,Kurunegala,North Western,P014,Chips,Snacks,Customer_036,Mobile Wallet,407.65,8.0,0.015,3212.28,2482.1,730.18
S0375,2026-07-25,Colombo,Western,P004,Mineral Water,Beverages,Customer_047,Cash,416.19,7.0,0.038,2802.62,2393.96,408.66
S0376,2026-07-26,Colombo,Western,P005,Rice,Groceries,Customer_031,Card,801.18,3.0,0.118,2119.92,1733.74,386.18
S0377,2026-07-01,Colombo,Western,P011,Cheese,Dairy,Customer_083,Mobile Wallet,880.94,3.0,0.062,2478.97,1770.3,708.67
S0378,2026-07-10,Colombo,Western,P014,Chips,Snacks,Customer_073,Mobile Wallet,109.04,2.0,0.149,185.59,142.65,42.94
S0379,2026-07-24,Kandy,Central,P014,Chips,Snacks,Customer_011,Cash,373.47,1.0,0.149,317.82,270.91,46.91
S0380,2026-07-05,Colombo,Western,P002,Pepsi,Beverages,Customer_031,Mobile Wallet,167.76,3.0,0.053,476.61,408.76,67.85
S0381,2026-07-09,Jaffna,Northern,P013,Biscuits,Snacks,Customer_002,Cash,251.21,7.0,0.078,1621.31,1170.1,451.21
S0382,2026-07-16,Colombo,Western,P020,Soap,Household,Customer_041,Online,806.89,1.0,0.179,662.46,536.05,126.41
S0383,2026-07-11,Jaffna,Northern,P007,Dhal,Groceries,Customer_023,Card,722.71,8.0,0.177,4758.32,3634.95,1123.37
S0384,2026-07-05,Jaffna,Northern,P003,Fruit Juice,Beverages,Customer_051,Online,190.53,4.0,0.124,667.62,494.71,172.91
S0385,2026-07-18,Jaffna,Northern,P002,Pepsi,Beverages,Customer_086,Card,606.13,6.0,0.164,3040.35,2516.47,523.88
S0386,2026-07-07,Colombo,Western,P020,Soap,Household,Customer_014,Cash,1190.68,9.0,0.16,9001.54,6229.45,2772.09
S0387,2026-07-03,Kandy,Central,P007,Dhal,Groceries,Customer_083,Mobile Wallet,288.08,6.0,0.111,1536.62,1135.6,401.02
S0388,2026-07-14,Colombo,Western,P012,Butter,Dairy,Customer_069,Cash,395.27,10.0,0.03,3834.12,2987.39,846.73
S0389,2026-07-07,Kandy,Central,P010,Yogurt,Dairy,Customer_056,Mobile Wallet,479.66,1.0,0.084,439.37,310.87,128.5
S0390,2026-07-28,Kurunegala,North Western,P003,Fruit Juice,Beverages,Customer_078,Cash,618.37,6.0,0.072,3443.08,2446.74,996.34
S0391,2026-07-02,Kandy,Central,P004,Mineral Water,Beverages,Customer_018,Cash,537.77,6.0,0.046,3078.2,2299.01,779.19
S0392,2026-07-02,Colombo,Western,P016,Nuts,Snacks,Customer_014,Card,528.94,6.0,0.073,2941.96,2211.05,730.91
S0393,2026-07-03,Galle,Southern,P020,Soap,Household,Customer_058,Card,1476.93,7.0,0.15,8787.73,7008.59,1779.14
S0394,2026-07-26,Kurunegala,North Western,P011,Cheese,Dairy,Customer_027,Online,1084.81,9.0,0.072,9060.33,6791.33,2269.0
S0395,2026-07-09,Kurunegala,North Western,P013,Biscuits,Snacks,Customer_060,Card,737.77,3.0,0.178,1819.34,1595.19,224.15
S0396,2026-07-02,Kurunegala,North Western,P014,Chips,Snacks,Customer_043,Online,369.88,7.0,0.151,2198.2,1584.84,613.36
S0397,2026-07-15,Colombo,Western,P007,Dhal,Groceries,Customer_046,Card,1499.33,5.0,0.175,6184.74,4210.53,1974.21
